27.05.2019 11:15:28:267;Ax=4,87930081173745;Ay=4,9933473567913;Az=0,0532727675993332;rx=87,3981784372116;ry=87,408040272262;rz=88,0925834817312;Vx=4,87930081173745;Vy=4,9933473567913;Vz=0,0532727675993332;cx=-0,203063942062698;cy=-0,0064398485847903;latitude=39,9226435651858;longitude=131,368466416541;
27.05.2019 16:34:33:299;Ax=4,71513210549724;Ay=4,56619310102714;Az=-0,0940579794552443;rx=89,3727745641362;ry=87,9804386023806;rz=86,8049730843887;Vx=1999,85157788584;Vy=2001,51875948138;Vz=17,5733680932891;cx=-0,0105252595434564;cy=-0,119542207822455;latitude=43,6833276314369;longitude=127,603723642761;
27.05.2019 16:34:33:407;Ax=4,61236174945364;Ay=4,54846554484613;Az=0,03085862881544;rx=87,3895094182293;ry=87,8811701011756;rz=87,609764403249;Vx=2004,4639396353;Vy=2006,06722502623;Vz=17,6042267221046;cx=-0,186009205929473;cy=-0,183813227973324;latitude=43,701224630898;longitude=127,585812328252;
27.05.2019 16:34:33:511;Ax=4,61657654965137;Ay=4,9578711974704;Az=-0,313093321241016;rx=88,0850742687867;ry=88,2316718212011;rz=88,2075629069971;Vx=2009,08051618495;Vy=2011,0250962237;Vz=17,2911334008636;cx=-0,187950358836886;cy=-0,12188343934104;latitude=43,7191628497925;longitude=127,567856747036;
27.05.2019 16:34:33:619;Ax=4,75076972588467;Ay=4,87759000918716;Az=-0,668433359460176;rx=88,721736009336;ry=88,7029352391618;rz=89,8045741777423;Vx=2013,83128591083;Vy=2015,90268623289;Vz=16,6227000414034;cx=-0,0747812003361901;cy=-0,130751305669897;latitude=43,7371434862738;longitude=127,549857615909;
27.05.2019 16:34:33:721;Ax=4,72218624186804;Ay=4,670157899228;Az=-1,40059469083817;rx=85,5017803749078;ry=89,2706115822171;rz=89,8973031432355;Vx=2018,5534721527;Vy=2020,57284413212;Vz=15,2221053505652;cx=-0,0525327569351219;cy=-0,167804219861424;latitude=43,7551662851323;longitude=127,531816786943;
27.05.2019 16:34:33:823;Ax=4,53678946245312;Ay=4,89511359152157;Az=-0,962882004497984;rx=85,5408717252039;ry=86,505094333787;rz=86,8773936582158;Vx=2023,09026161515;Vy=2025,46795772364;Vz=14,2592233460672;cx=-0,115544596461369;cy=-0,119519182839205;latitude=43,7732295910396;longitude=127,513732251606;
27.05.2019 16:34:33:928;Ax=4,82589126277058;Ay=4,83372982094704;Az=-1,2758146396027;rx=87,19733881913;ry=86,7673542186466;rz=88,3570391318561;Vx=2027,91615287793;Vy=2030,30168754458;Vz=12,9834087064645;cx=-0,158885646371118;cy=-0,0385686978760944;latitude=43,7913359852617;longitude=127,495604557968;
27.05.2019 16:34:34:30;Ax=4,98386056510911;Ay=4,92679410796929;Az=-1,27046144098065;rx=89,0821285196962;ry=86,9708733195303;rz=86,5677587997949;Vx=2032,90001344303;Vy=2035,22848165255;Vz=11,7129472654839;cx=-0,0546889697805426;cy=-0,164665921632974;latitude=43,8094868782389;longitude=127,477432875096;
27.05.2019 16:34:34:134;Ax=4,71464599003766;Ay=4,57141708585965;Az=-0,962240750953668;rx=86,3497490081237;ry=87,1651166207926;rz=86,2780355065027;Vx=2037,61465943307;Vy=2039,79989873841;Vz=10,7507065145302;cx=-0,147343807084184;cy=-0,167405709818659;latitude=43,8276798662695;longitude=127,459220376;
27.05.2019 16:34:34:235;Ax=4,57461065732623;Ay=4,6098049451177;Az=-1,19955898814348;rx=89,175649497507;ry=88,3235009474789;rz=86,2001210980583;Vx=2042,1892700904;Vy=2044,40970368353;Vz=9,55114752638672;cx=-0,172138156030393;cy=-0,181023306262695;latitude=43,8459136990382;longitude=127,440966717931;
27.05.2019 16:34:34:336;Ax=4,63435577910131;Ay=4,74716482462695;Az=-1,41792059506658;rx=85,6993668506385;ry=88,2369059341666;rz=86,8070371741462;Vx=2046,8236258695;Vy=2049,15686850816;Vz=8,13322693132014;cx=-0,194119016602222;cy=-0,0428681477521877;latitude=43,8641889099835;longitude=127,422670674462;
27.05.2019 16:34:34:441;Ax=4,52323711338604;Ay=4,63511352666426;Az=-1,43366274567492;rx=89,9294646104935;ry=88,2814561120614;rz=89,8672163416013;Vx=2051,34686298289;Vy=2053,79198203482;Vz=6,69956418564522;cx=-0,0163478858379449;cy=-0,0368326818858407;latitude=43,8825045069744;longitude=127,404333246051;
27.05.2019 16:34:34:545;Ax=4,51664463547834;Ay=4,85304226579752;Az=-1,16010468723723;rx=85,8623405610501;ry=86,9875604167988;rz=86,839359062649;Vx=2055,86350761836;Vy=2058,64502430062;Vz=5,53945949840799;cx=-0,202775013878835;cy=-0,117250707078377;latitude=43,9008604311495;longitude=127,385952486906;
27.05.2019 16:34:34:652;Ax=4,66116050335633;Ay=4,54619804888321;Az=-0,736017455200672;rx=85,7791097125873;ry=86,1030700251474;rz=87,6466375750707;Vx=2060,52466812172;Vy=2063,1912223495;Vz=4,80344204320732;cx=-0,179743745250043;cy=-0,0422688006038143;latitude=43,9192579728292;longitude=127,367531136706;
27.05.2019 16:34:34:754;Ax=4,80932334359238;Ay=4,58181257293644;Az=-0,386341499135058;rx=89,2463898978878;ry=86,2790441553942;rz=88,7068537537506;Vx=2065,33399146531;Vy=2067,77303492244;Vz=4,41710054407226;cx=-0,0765112183413095;cy=-0,193761163190359;latitude=43,9376984548959;longitude=127,349068877466;
27.05.2019 16:34:34:856;Ax=4,50279267830904;Ay=4,58302179960675;Az=-0,278820556927854;rx=85,9490948808142;ry=86,131000217577;rz=87,1236592478229;Vx=2069,83678414362;Vy=2072,35605672205;Vz=4,13827998714441;cx=-0,081478515421729;cy=-0,184786021283266;latitude=43,9561791404686;longitude=127,330565698388;
27.05.2019 16:34:34:962;Ax=4,64613358031313;Ay=4,83229141604728;Az=0,0417608642446634;rx=89,6461205553013;ry=88,0910632831934;rz=86,194896318342;Vx=2074,48291772394;Vy=2077,18834813809;Vz=4,18004085138907;cx=-0,0304013271026307;cy=-0,00650785253686337;latitude=43,9747013093768;longitude=127,312019373851;
27.05.2019 16:34:35:63;Ax=4,69777596657992;Ay=4,79263653177425;Az=0,0109913689368364;rx=87,8211234942177;ry=85,7811942709522;rz=85,8385099553682;Vx=2079,18069369052;Vy=2081,98098466987;Vz=4,19103222032591;cx=-0,0730216490095614;cy=-0,0968751777298138;latitude=43,9932654227133;longitude=127,293430257917;
27.05.2019 16:34:35:180;Ax=4,53454407166436;Ay=4,61026792233357;Az=-0,167160609093104;rx=87,5451429556334;ry=87,4942898338168;rz=85,9266523853534;Vx=2083,71523776218;Vy=2086,5912525922;Vz=4,02387161123281;cx=-0,0757848896555515;cy=-0,15285260172228;latitude=44,0118700230505;longitude=127,274799978876;
27.05.2019 16:34:35:283;Ax=4,52306719544486;Ay=4,72047567540802;Az=-0,312532615970136;rx=86,2403642203381;ry=86,1987440749997;rz=89,995404841609;Vx=2088,23830495762;Vy=2091,31172826761;Vz=3,71133899526267;cx=-0,148800717957222;cy=-0,0086607358807953;latitude=44,0305150079162;longitude=127,25612755273;
27.05.2019 16:34:35:386;Ax=4,72726141648705;Ay=4,52461814765102;Az=0,0348786099743466;rx=87,6124472807219;ry=88,6207897968687;rz=86,7590045396979;Vx=2092,96556637411;Vy=2095,83634641526;Vz=3,74621760523702;cx=-0,171821964763488;cy=-0,120549311300529;latitude=44,0492022004731;longitude=127,237414728209;
27.05.2019 16:34:35:493;Ax=4,64937107760896;Ay=4,7781203953913;Az=-0,131510422370169;rx=88,145315369426;ry=89,9579314333191;rz=86,1486521389562;Vx=2097,61493745172;Vy=2100,61446681065;Vz=3,61470718286685;cx=-0,207820876737976;cy=-0,0156687925293468;latitude=44,0679309052718;longitude=127,218659241898;
27.05.2019 16:34:35:597;Ax=4,7452921307391;Ay=4,78645761580507;Az=-0,334644640462773;rx=89,6385889165749;ry=89,9781047296608;rz=86,325286735932;Vx=2102,36022958246;Vy=2105,40092442646;Vz=3,28006254240407;cx=-0,059500512974104;cy=-0,180572508126765;latitude=44,0867019787502;longitude=127,199861019358;
27.05.2019 16:34:35:703;Ax=4,50070228194851;Ay=4,7314333125164;Az=0,0876128662552746;rx=86,1067822045212;ry=85,8576898620733;rz=88,6516092376093;Vx=2106,86093186441;Vy=2110,13235773897;Vz=3,36767540865935;cx=-0,0414450562868467;cy=-0,135771057119491;latitude=44,1055132370704;longitude=127,181020551879;
27.05.2019 16:34:35:807;Ax=4,62330479390142;Ay=4,88023744867194;Az=-0,319358806018418;rx=85,559630942093;ry=86,8746024655991;rz=86,4271197390869;Vx=2111,48423665831;Vy=2115,01259518764;Vz=3,04831660264093;cx=-0,0279146675732562;cy=-0,0474053947359323;latitude=44,1243657748977;longitude=127,16213651085;
27.05.2019 16:34:35:908;Ax=4,99209451069687;Ay=4,95072674935252;Az=-0,272132971427465;rx=89,4912062752951;ry=88,4602461866849;rz=85,838986837463;Vx=2116,47633116901;Vy=2119,963321937;Vz=2,77618363121347;cx=-0,150749173388235;cy=-0,0220523689976204;latitude=44,1432628849974;longitude=127,143208266904;
27.05.2019 16:34:36:16;Ax=4,68229984593685;Ay=4,57228692298396;Az=-0,0130294395904187;rx=88,120625532754;ry=89,857206605774;rz=87,3853967242806;Vx=2121,15863101494;Vy=2124,53560885998;Vz=2,76315419162305;cx=-0,00756597236384238;cy=-0,163996699377428;latitude=44,1622018013458;longitude=127,124239198968;
27.05.2019 16:34:36:119;Ax=4,6568415098157;Ay=4,78615085025604;Az=-0,115985917423845;rx=86,5378899842211;ry=87,3204887434004;rz=85,956778500209;Vx=2125,81547252476;Vy=2129,32175971024;Vz=2,6471682741992;cx=-0,138433804404194;cy=-0,0903634769564334;latitude=44,1811822966362;longitude=127,105227397542;
27.05.2019 16:34:36:226;Ax=4,87022052047319;Ay=4,52020303789536;Az=-0,1793808639652;rx=86,5357943952716;ry=85,872881393122;rz=85,7839515231475;Vx=2130,68569304523;Vy=2133,84196274813;Vz=2,467787410234;cx=-0,0843989158093024;cy=-0,160974528121749;latitude=44,2002062760384;longitude=127,08617523716;
27.05.2019 16:34:36:328;Ax=4,8484902104123;Ay=4,62070068117264;Az=0,117748702255892;rx=85,9215639854882;ry=85,6244834787792;rz=89,3187834652228;Vx=2135,53418325565;Vy=2138,46266342931;Vz=2,5855361124899;cx=-0,103584817461005;cy=-0,0166333149963194;latitude=44,2192735455317;longitude=127,067081820523;
27.05.2019 16:34:36:429;Ax=4,56643147560136;Ay=4,98661813069443;Az=0,0351203990099584;rx=89,7071075552176;ry=85,618874193923;rz=86,550473341509;Vx=2140,10061473125;Vy=2143,44928156;Vz=2,62065651149985;cx=-0,128631387408184;cy=-0,0387826789583912;latitude=44,2383815867347;longitude=127,047943880509;
27.05.2019 16:34:36:546;Ax=4,89705072059159;Ay=4,8950783037092;Az=-0,000215849583137029;rx=88,7992448132947;ry=88,8209929959015;rz=88,4038166643138;Vx=2144,99766545184;Vy=2148,34435986371;Vz=2,62044066191672;cx=-0,13842983190596;cy=-0,0263963951968549;latitude=44,2575333516048;longitude=127,028762234438;
27.05.2019 16:34:36:649;Ax=4,75835742580628;Ay=4,77867475514238;Az=-0,276753156551511;rx=88,2784188456267;ry=88,8034146131498;rz=85,9492221369637;Vx=2149,75602287764;Vy=2153,12303461885;Vz=2,34368750536521;cx=-0,0406964386537183;cy=-0,157162645485791;latitude=44,2767276018091;longitude=127,009537921629;
27.05.2019 16:34:36:757;Ax=4,75984006922685;Ay=4,69469173401347;Az=0,0926904043381525;rx=88,7709004752202;ry=87,6756584039776;rz=89,427116567235;Vx=2154,51586294687;Vy=2157,81772635286;Vz=2,43637790970336;cx=-0,170220873316389;cy=-0,120360493844075;latitude=44,2959643505854;longitude=126,99027169193;
27.05.2019 16:34:36:860;Ax=4,51633933350273;Ay=4,7709770047902;Az=-0,301110366243455;rx=87,4409255671505;ry=86,9906949091194;rz=87,5242163566985;Vx=2159,03220228037;Vy=2162,58870335765;Vz=2,1352675434599;cx=-0,0963071866525809;cy=-0,110924432862518;latitude=44,31524142382;longitude=126,970962864221;
27.05.2019 16:34:36:962;Ax=4,8060505654691;Ay=4,75680286705345;Az=-0,131962454450299;rx=86,8171766597392;ry=87,1358941693957;rz=89,5127768705193;Vx=2163,83825284584;Vy=2167,34550622471;Vz=2,0033050890096;cx=-0,102024177916824;cy=-0,213370238530153;latitude=44,3345614082204;longitude=126,951611565058;
27.05.2019 16:34:37:76;Ax=4,92832252985254;Ay=4,52640735824891;Az=-0,0615169829742594;rx=87,6164106824977;ry=88,6595618741864;rz=89,6498848051531;Vx=2168,7665753757;Vy=2171,87191358296;Vz=1,94178810603534;cx=-0,181804045653806;cy=-0,217566942827574;latitude=44,3539253955006;longitude=126,932219851544;
27.05.2019 16:34:37:178;Ax=4,57705466103603;Ay=4,73437072231172;Az=-0,142383674202665;rx=88,3666485878018;ry=87,0662597024656;rz=88,656471776616;Vx=2173,34363003673;Vy=2176,60628430527;Vz=1,79940443183268;cx=-0,147565599157275;cy=-0,017683004095538;latitude=44,3733302493402;longitude=126,912785866863;
27.05.2019 16:34:37:284;Ax=4,77334691107895;Ay=4,61725191451481;Az=0,000243423530013942;rx=86,3821999527897;ry=87,9638099605049;rz=89,7904777947303;Vx=2178,11697694781;Vy=2181,22353621978;Vz=1,79964785536269;cx=-0,100931140652825;cy=-0,209949976222099;latitude=44,3927777223486;longitude=126,893310656718;
27.05.2019 16:34:37:388;Ax=4,99269072548146;Ay=4,81974558314297;Az=-0,347337360399466;rx=86,4921888096687;ry=88,4868842270164;rz=87,8688945671864;Vx=2183,10966767329;Vy=2186,04328180293;Vz=1,45231049496323;cx=-0,0139573539555826;cy=-0,0837108123738872;latitude=44,4122697729529;longitude=126,873792413131;
27.05.2019 16:34:37:490;Ax=4,92141212938419;Ay=4,91684648996072;Az=0,085110856283042;rx=87,4379921797374;ry=86,8307694140034;rz=88,9791718511745;Vx=2188,03107980268;Vy=2190,96012829289;Vz=1,53742135124627;cx=-0,053338587553398;cy=-0,20014154018142;latitude=44,4318057647368;longitude=126,854230269128;
27.05.2019 16:34:37:598;Ax=4,674985995132;Ay=4,53237172892893;Az=-0,211396264685968;rx=89,3813584083139;ry=85,6556694245225;rz=89,7072076791465;Vx=2192,70606579781;Vy=2195,49250002182;Vz=1,3260250865603;cx=-0,189237417985794;cy=-0,0201008343697069;latitude=44,4513834974672;longitude=126,834627657521;
27.05.2019 16:34:37:703;Ax=4,58472642073628;Ay=4,75733311020645;Az=0,0230060511142982;rx=86,0806269387624;ry=86,3605860587491;rz=87,0773164888738;Vx=2197,29079221855;Vy=2200,24983313202;Vz=1,3490311376746;cx=-0,111560736555404;cy=-0,0217787513028682;latitude=44,4710021652548;longitude=126,814982569725;
27.05.2019 16:34:37:810;Ax=4,75069878192185;Ay=4,75503851974152;Az=-0,10753398298171;rx=85,7818516258997;ry=89,6259210487483;rz=89,8717302772551;Vx=2202,04149100047;Vy=2205,00487165176;Vz=1,24149715469289;cx=-0,141911154178395;cy=-0,0837701308931074;latitude=44,4906632499959;longitude=126,795295026228;
27.05.2019 16:34:37:926;Ax=4,76538706443523;Ay=4,89364035329485;Az=0,0471043803715636;rx=87,8146412928191;ry=89,2404740700687;rz=89,6106958371171;Vx=2206,8068780649;Vy=2209,89851200506;Vz=1,28860153506445;cx=-0,0842214747957044;cy=-0,0509524825732015;latitude=44,5103668828358;longitude=126,775563789514;
27.05.2019 16:34:38:16;Ax=4,73578210907792;Ay=4,79500240171095;Az=0,0730362218446272;rx=87,6724644001445;ry=88,543044176904;rz=88,6000187786296;Vx=2211,54266017398;Vy=2214,69351440677;Vz=1,36163775690908;cx=-0,217733447448225;cy=-0,213649557490669;latitude=44,5301127994445;longitude=126,755789740278;
27.05.2019 16:34:38:128;Ax=4,74027317866696;Ay=4,5473311604221;Az=-0,324483219661975;rx=86,1708862351584;ry=89,0118401071578;rz=89,140225982126;Vx=2216,28293335265;Vy=2219,24084556719;Vz=1,03715453724711;cx=-0,126740115311343;cy=-0,114230366220809;latitude=44,5499010399208;longitude=126,735975089871;
27.05.2019 16:34:38:230;Ax=4,66475923786161;Ay=4,98350808140054;Az=0,114633682493416;rx=89,0354227363297;ry=86,7969776980099;rz=88,6513766230323;Vx=2220,94769259051;Vy=2224,22435364859;Vz=1,15178821974052;cx=-0,181437592618835;cy=-0,139842816053353;latitude=44,5697309300332;longitude=126,716115943856;
27.05.2019 16:34:38:334;Ax=4,84772984932537;Ay=4,82475958174316;Az=-0,184125019067025;rx=86,6129062448688;ry=86,1332682558025;rz=88,400610347465;Vx=2225,79542243983;Vy=2229,04911323034;Vz=0,967663200673496;cx=-0,207124537873142;cy=-0,167407902524531;latitude=44,5896041034479;longitude=126,696213719631;
27.05.2019 16:34:38:437;Ax=4,9444919430858;Ay=4,98623379016585;Az=-0,021268004770981;rx=88,2055644433506;ry=87,7699904922722;rz=85,5963208687475;Vx=2230,73991438292;Vy=2234,0353470205;Vz=0,946395195902515;cx=-0,173930960148077;cy=-0,042186487066644;latitude=44,609521424112;longitude=126,676266975461;
27.05.2019 16:34:38:540;Ax=4,73889062518202;Ay=4,717242811442;Az=-0,0589563313447661;rx=89,1999406049493;ry=89,6420792542128;rz=86,4908906812737;Vx=2235,4788050081;Vy=2238,75258983194;Vz=0,887438864557749;cx=-0,0343621362509978;cy=-0,0625871201104431;latitude=44,6294810562996;longitude=126,656278113052;
27.05.2019 16:34:38:646;Ax=4,67528505398672;Ay=4,65094963864002;Az=-0,257576871992823;rx=89,3889013374638;ry=89,9289926946764;rz=89,2801477677562;Vx=2240,15409006209;Vy=2243,40353947058;Vz=0,629861992564926;cx=-0,115801367473701;cy=-0,0514668820665491;latitude=44,6494824321037;longitude=126,636247724307;
27.05.2019 16:34:38:748;Ax=4,69819705197504;Ay=4,73379803529652;Az=0,0436550840240235;rx=85,6202079412156;ry=87,1071439502328;rz=89,0324248061666;Vx=2244,85228711406;Vy=2248,13733750588;Vz=0,67351707658895;cx=-0,0203129702807914;cy=-0,0369075869731148;latitude=44,6695257560958;longitude=126,616175069508;
27.05.2019 16:34:38:861;Ax=4,5076079112513;Ay=4,89753434150365;Az=-0,219949028068198;rx=89,1357359956651;ry=86,1816380250648;rz=89,2596332504226;Vx=2249,35989502532;Vy=2253,03487184738;Vz=0,453568048520752;cx=-0,00272989083441644;cy=-0,155674386399646;latitude=44,6896093265871;longitude=126,596058686723;
27.05.2019 16:34:38:964;Ax=4,87002132617404;Ay=4,55838143153041;Az=-0,196065876700946;rx=89,3417923950319;ry=86,0319836051352;rz=87,1713075426739;Vx=2254,22991635149;Vy=2257,59325327891;Vz=0,257502171819806;cx=-0,121946778763991;cy=-0,118066101867271;latitude=44,7097363794117;longitude=126,575901604105;
27.05.2019 16:34:39:66;Ax=4,90111988452315;Ay=4,80495747006729;Az=0,0983711954431481;rx=89,2747215080423;ry=87,5688021954004;rz=86,4686079050734;Vx=2259,13103623601;Vy=2262,39821074898;Vz=0,355873367262954;cx=-0,163857537258352;cy=-0,213986013999204;latitude=44,7299071922352;longitude=126,55570162008;
27.05.2019 16:34:39:176;Ax=4,74357016232962;Ay=4,9431028442658;Az=-0,24757878049164;rx=85,6658081746035;ry=86,5534251125312;rz=86,4011728558229;Vx=2263,87460639834;Vy=2267,34131359325;Vz=0,108294586771314;cx=-0,122543684578289;cy=-0,0691204589764212;latitude=44,7501203583638;longitude=126,535457501209;
27.05.2019 16:34:39:278;Ax=4,76238274539932;Ay=4,87306052859549;Az=0,0534966004097353;rx=86,06427018068;ry=89,8204319338875;rz=85,677021279315;Vx=2268,63698914374;Vy=2272,21437412184;Vz=0,161791187181049;cx=-0,0966690213636809;cy=-0,109103388227105;latitude=44,7703760457668;longitude=126,515169872868;
27.05.2019 16:34:39:395;Ax=4,6570160627165;Ay=4,93836620889528;Az=-0,287921177566946;rx=89,4035598109027;ry=87,8947406580647;rz=88,3421802554942;Vx=2273,29400520646;Vy=2277,15274033074;Vz=-0,126129990385897;cx=-0,078066062323316;cy=-0,219376703744928;latitude=44,7906733136705;longitude=126,494838151973;
27.05.2019 16:34:39:511;Ax=4,50479087699428;Ay=4,65602419928462;Az=-0,237763446610311;rx=88,8625267196272;ry=89,4970840471783;rz=85,8190190863418;Vx=2277,79879608345;Vy=2281,80876453002;Vz=-0,363893436996207;cx=-0,140347696743135;cy=-0,0450068351905841;latitude=44,8110108029212;longitude=126,474464859432;
27.05.2019 16:34:39:620;Ax=4,76166220207776;Ay=4,60557544748558;Az=-0,189599496144615;rx=86,6937124266725;ry=88,3378422748474;rz=89,7795940087082;Vx=2282,56045828553;Vy=2286,41433997751;Vz=-0,553492933140822;cx=-0,20834564202621;cy=-0,10354904601283;latitude=44,8313908070131;longitude=126,454050445682;
27.05.2019 16:34:39:745;Ax=4,83070073059327;Ay=4,80753514324666;Az=-0,185516923729105;rx=87,1744388477758;ry=88,0398381389863;rz=86,9967942440402;Vx=2287,39115901612;Vy=2291,22187512075;Vz=-0,739009856869927;cx=-0,109087698561645;cy=-0,0533471159303289;latitude=44,8518139423614;longitude=126,433593107512;
27.05.2019 16:34:39:847;Ax=4,51977751754214;Ay=4,69082316928116;Az=-0,0876025618229068;rx=88,1235063153429;ry=85,9098985031759;rz=87,3192894439303;Vx=2291,91093653367;Vy=2295,91269829004;Vz=-0,826612418692834;cx=-0,108723046902441;cy=-0,0325024397263789;latitude=44,8722774328662;longitude=126,413093886991;
27.05.2019 16:34:39:951;Ax=4,61658298276206;Ay=4,5899250056082;Az=-0,336367746482774;rx=89,6492073189696;ry=89,8910438753157;rz=88,686599588807;Vx=2296,52751951643;Vy=2300,50262329564;Vz=-1,16298016517561;cx=-0,0439746613353336;cy=-0,122878718887399;latitude=44,8927821428619;longitude=126,392553684997;
27.05.2019 16:34:40:53;Ax=4,6849442991358;Ay=4,50351178972214;Az=-0,0489655153355395;rx=88,8702529065172;ry=88,7334167446165;rz=86,8729071460538;Vx=2301,21246381556;Vy=2305,00613508537;Vz=-1,21194568051115;cx=-0,0259955019694758;cy=-0,143322472212986;latitude=44,9133286827174;longitude=126,371973273077;
27.05.2019 16:34:40:167;Ax=4,90135652450908;Ay=4,79218781357267;Az=-0,24697186271519;rx=89,6269243688448;ry=86,8618325690561;rz=86,7642399057579;Vx=2306,11382034007;Vy=2309,79832289894;Vz=-1,45891754322634;cx=-0,121368610694248;cy=-0,0726838175545836;latitude=44,9339189846847;longitude=126,351350073765;
27.05.2019 16:34:40:281;Ax=4,89844130719939;Ay=4,73078569990154;Az=0,00383656241644026;rx=87,7796755236479;ry=87,957442142748;rz=89,0695397497944;Vx=2311,01226164727;Vy=2314,52910859884;Vz=-1,4550809808099;cx=-0,0655017603493775;cy=-0,198216481261518;latitude=44,9545530227351;longitude=126,330684635296;
27.05.2019 16:34:40:382;Ax=4,84718221837989;Ay=4,73262814769178;Az=-0,333948268687328;rx=87,5285172243735;ry=89,6569037270531;rz=86,1838798405062;Vx=2315,85944386565;Vy=2319,26173674653;Vz=-1,78902924949723;cx=-0,0981012397786145;cy=-0,0105146506733789;latitude=44,9752303391982;longitude=126,309976941218;
27.05.2019 16:34:40:495;Ax=4,90525661288074;Ay=4,93754689602067;Az=-0,348895538271822;rx=88,008232031487;ry=88,78748388206;rz=88,9479931222498;Vx=2320,76470047853;Vy=2324,19928364255;Vz=-2,13792478776905;cx=-0,215017953161158;cy=-0,0597454744087287;latitude=44,9959514525953;longitude=126,289225161899;
27.05.2019 16:34:40:597;Ax=4,74859095143554;Ay=4,58089182087262;Az=0,0401441771956836;rx=87,7802081810218;ry=86,392036208367;rz=88,1986146931064;Vx=2325,51329142997;Vy=2328,78017546343;Vz=-2,09778061057336;cx=-0,100594068179184;cy=-0,010749653044968;latitude=45,0167149641259;longitude=126,268432481761;
27.05.2019 16:34:40:700;Ax=4,85963302937319;Ay=4,67515184808297;Az=-0,287418271758322;rx=87,8139725762019;ry=85,502070527059;rz=86,8408312496454;Vx=2330,37292445934;Vy=2333,45532731151;Vz=-2,38519888233169;cx=-0,0207508260248019;cy=-0,0952520528786138;latitude=45,0375218652372;longitude=126,247598059196;
27.05.2019 16:34:40:810;Ax=4,6490712571652;Ay=4,74151555413451;Az=-0,322709673211309;rx=86,6397634153905;ry=86,7284415642398;rz=87,451572736237;Vx=2335,02199571651;Vy=2338,19684286564;Vz=-2,70790855554299;cx=-0,126167658565642;cy=-0,0785835559962251;latitude=45,0583702759132;longitude=126,226721301671;
27.05.2019 16:34:40:917;Ax=4,51019056863626;Ay=4,6263940276701;Az=-0,296709460786873;rx=87,4239105048701;ry=86,7542997502043;rz=89,5643957546281;Vx=2339,53218628514;Vy=2342,82323689331;Vz=-3,00461801632987;cx=-0,0120580116575866;cy=-0,218101067872766;latitude=45,0792589561479;longitude=126,205803237055;
27.05.2019 16:34:41:34;Ax=4,708603373593;Ay=4,98660428332472;Az=-0,345293671030222;rx=87,2294157548944;ry=85,5582421550333;rz=86,4097566119906;Vx=2344,24078965874;Vy=2347,80984117664;Vz=-3,34991168736009;cx=-0,0178182916798733;cy=-0,203698736384368;latitude=45,1001896774842;longitude=126,184840649188;
27.05.2019 16:34:41:135;Ax=4,9561705214233;Ay=4,53993984919039;Az=0,015757773334979;rx=88,0805370943065;ry=85,6206442863311;rz=85,7240026282258;Vx=2349,19696018016;Vy=2352,34978102583;Vz=-3,33415391402511;cx=-0,0106181770263305;cy=-0,109676086685937;latitude=45,1211646503429;longitude=126,163837526143;
27.05.2019 16:34:41:237;Ax=4,98365984274245;Ay=4,71277569034732;Az=-0,220378809222196;rx=86,6138438948495;ry=88,7023801811516;rz=89,0598775213863;Vx=2354,1806200229;Vy=2357,06255671617;Vz=-3,55453272324731;cx=-0,121167552620719;cy=-0,210712708665859;latitude=45,1421841201645;longitude=126,142792324744;
27.05.2019 16:34:41:342;Ax=4,86126439546294;Ay=4,56477430163174;Az=-0,106834104078279;rx=89,7544899593361;ry=87,7189998401883;rz=86,0642081315463;Vx=2359,04188441836;Vy=2361,62733101781;Vz=-3,66136682732559;cx=-0,0734646405551871;cy=-0,0413849245134656;latitude=45,1632469941326;longitude=126,121706366431;
27.05.2019 16:34:41:444;Ax=4,70194742954427;Ay=4,54725076795893;Az=-0,301495309570569;rx=85,6226319771365;ry=86,7984742889174;rz=87,8555677246095;Vx=2363,74383184791;Vy=2366,17458178577;Vz=-3,96286213689616;cx=-0,0981641606302759;cy=-0,203405764875193;latitude=45,1843518497741;longitude=126,100579807665;
27.05.2019 16:34:41:549;Ax=4,78111175786756;Ay=4,97995418542063;Az=-0,179530141935465;rx=86,3689829215263;ry=88,6597527762222;rz=89,3961097343807;Vx=2368,52494360578;Vy=2371,15453597119;Vz=-4,14239227883162;cx=-0,0846157703127801;cy=-0,00661437552497546;latitude=45,2054993939134;longitude=126,079408785022;
27.05.2019 16:34:41:651;Ax=4,6499899766175;Ay=4,79701517629298;Az=-0,119892008867995;rx=89,3393185370785;ry=88,3978050376278;rz=88,6449958719988;Vx=2373,17493358239;Vy=2375,95155114748;Vz=-4,26228428769962;cx=-0,153220076930346;cy=-0,0841223579524666;latitude=45,2266884558204;longitude=126,058194931887;
27.05.2019 16:34:41:752;Ax=4,75586551137076;Ay=4,97295679267168;Az=-0,0191070893635539;rx=89,4752734403477;ry=88,7212635486951;rz=89,8891442070665;Vx=2377,93079909377;Vy=2380,92450794015;Vz=-4,28139137706317;cx=-0,0896487283937901;cy=-0,0479336719368249;latitude=45,2479199808123;longitude=126,036936677352;
27.05.2019 16:34:41:869;Ax=4,70319460597969;Ay=4,9577242722538;Az=-0,265221085732439;rx=89,6953873747007;ry=89,787460414361;rz=89,6650044823368;Vx=2382,63399369974;Vy=2385,8822322124;Vz=-4,54661246279561;cx=-0,174599801131805;cy=-0,125131456996378;latitude=45,2691934986132;longitude=126,015634157422;
